ORDER_ID,ID,GIFT_CARD,GRAMS,NAME,PRICE,QUANTITY,SKU,TAXABLE,TITLE,TOTAL_DISCOUNT,PRE_TAX_PRICE,HAS_MESSAGE
196682711066,407559864346,FALSE,34,Japanese Maple,13.000000,1,LP1592,TRUE,Japanese Maple,0.000000,13.00,0
5345444941,9575806221,FALSE,34,Heart Bench - Red,13.000000,1,LP1005,TRUE,Heart Bench,0.000000,,0
165021876250,339999293466,FALSE,40,Angel 2.0,13.000000,1,LP1572,TRUE,Angel 2.0,0.000000,13.00,0
5002792013,8930786957,FALSE,54,Love Turtle,13.000000,1,LP1106,TRUE,Love Turtle,0.000000,,0
5756484429,10319954061,FALSE,40,The Beatles Abbey Road,15.000000,1,LP1554,TRUE,The Beatles Abbey Road,0.000000,,0
170433380378,351394562074,FALSE,45,Angel - Gold,13.000000,1,LP1062,TRUE,Angel,3.000000,10.00,0
5680945165,10187761037,FALSE,40,The Beatles Abbey Road,15.000000,1,LP1554,TRUE,The Beatles Abbey Road,0.000000,,1
135118880794,259142352922,FALSE,91,Santa Biker,13.000000,1,LP1207,TRUE,Santa Biker,3.000000,10.00,0
180307132442,373002698778,FALSE,40,Christmas Tree Red - Red,13.000000,1,LP1009,TRUE,Christmas Tree Red,0.000000,13.00,0
5439818509,9747372749,FALSE,54,Magnolia Tree,13.000000,1,LP1100,TRUE,Magnolia Tree,0.000000,,0
5507708109,9866351821,FALSE,54,Love Turtle,13.000000,1,LP1106,TRUE,Love Turtle,0.000000,,0
2997599169,5247270145,FALSE,54,Love Turtle,13.000000,1,LV-TURTLE-RD,TRUE,Love Turtle,0.000000,,1
5744755469,10299365325,FALSE,34,Acoustic Guitar,13.000000,1,LP1167,TRUE,Acoustic Guitar,0.000000,,0
196536467482,407286349850,FALSE,40,Christmas Tree Village,13.000000,1,LP1571,TRUE,Christmas Tree Village,3.000000,10.00,0
3573672065,6313430337,FALSE,57,New York City,13.000000,1,LM-NYCSKY-BL,TRUE,New York City,0.000000,,0
5297512525,9484269005,FALSE,34,Heart Bench - Red,13.000000,1,LP1005,TRUE,Heart Bench,0.000000,,0
167584858138,345444024346,FALSE,91,Christmas Candle,13.000000,1,LP1210,TRUE,Christmas Candle,3.000000,10.00,0
4724980621,8452278413,FALSE,408,Cupid 5 Pack,49.000000,1,PA1133,TRUE,Cupid 5 Pack,0.000000,,0
220666495002,456674639898,FALSE,91,Photo Wreath,13.000000,1,LP1214,TRUE,Photo Wreath,3.000000,10.00,0
236811354138,488696119322,FALSE,40,Cupcake Birthday - Pink,10.000000,1,LP1029,TRUE,Cupcake Birthday,0.000000,10.00,0
5422418573,9715702541,FALSE,79,Cherry Blossom,13.000000,2,LP1533,TRUE,Cherry Blossom,0.000000,,0
210195841050,433458642970,FALSE,907,12 Days of Christmas,99.000000,1,PA1679,TRUE,12 Days of Christmas,0.000000,99.00,0
3440275713,6061635969,FALSE,28,Lovers in a Dogwood Tree Pink - Pink,8.000000,1,LV-DOGWOOD-PI,TRUE,Lovers in a Dogwood Tree Pink,0.000000,,0
5430867213,9730758797,FALSE,79,Cherry Blossom,13.000000,1,LP1533,TRUE,Cherry Blossom,0.000000,,0
63262621722,122268778522,FALSE,34,Tyrannosaurus Rex,13.000000,1,LP1174,TRUE,Tyrannosaurus Rex,0.000000,,0
5473765709,9808697741,FALSE,45,Rose Bouquet,13.000000,1,LP1065,TRUE,Rose Bouquet,0.000000,,0
5503241037,9859113485,FALSE,45,Rose Bouquet,13.000000,1,LP1065,TRUE,Rose Bouquet,0.000000,,0
237614891034,490393763866,FALSE,45,Rose Bouquet,13.000000,1,LP1065,TRUE,Rose Bouquet,3.000000,10.00,0
5874416781,10555021005,FALSE,54,Beach Day,13.000000,3,LP1532,TRUE,Beach Day,0.000000,,0
5538812045,9918058893,FALSE,0,Send a surprise!,5.000000,2,,TRUE,Send a surprise!,0.000000,,0
3987961345,7122155969,FALSE,54,Giraffes - Yellow,10.000000,1,AN-GIRAFFE-YE,TRUE,Giraffes,0.000000,,0
5002570637,8930455693,FALSE,272,Romantic Valentine 3 Pack,29.000000,1,PA1134,TRUE,Romantic Valentine 3 Pack,0.000000,,0
72649801754,140389384218,FALSE,40,Cupcake Birthday - Pink,10.000000,1,LP1029,TRUE,Cupcake Birthday,0.000000,,0
3945841345,7037242497,FALSE,40,Cupcake Birthday - Pink,10.000000,1,BD-CUPCAKE-PI,TRUE,Cupcake Birthday,0.000000,,0
5086445581,9087300877,FALSE,34,Flower Bear,13.000000,1,LP1183,TRUE,Flower Bear,0.000000,,0
5109282829,9131405005,FALSE,34,Viking Ship,13.000000,1,LP1243,TRUE,Viking Ship,0.000000,,0
4869166669,8713001357,FALSE,34,The Original LovePop - Red,10.000000,1,LV-ORIGINAL-RD,TRUE,The Original LovePop,0.000000,,0
4994317325,8915609357,FALSE,54,Two Guys on a Swing,13.000000,1,LP1137,TRUE,Two Guys on a Swing,0.000000,,0
5024369677,8970341453,FALSE,82,Swans,10.000000,1,LP1105,TRUE,Swans,0.000000,,0
5432158349,9733197581,FALSE,34,Couple in Love - Blue,10.000000,1,LP1006,TRUE,Couple in Love,0.000000,,0
5040095821,9001844941,FALSE,40,Gondola Love Scene,15.000000,1,LP1498,TRUE,Gondola Love Scene,0.000000,,0
5431832269,9732556237,FALSE,40,Daisy Patch,10.000000,1,LP1237,TRUE,Daisy Patch,0.000000,,0
4573241293,8156498701,FALSE,45,Christmas Bear,13.000000,1,LP1077,TRUE,Christmas Bear,0.000000,,0
197474549786,409140592666,FALSE,34,Boston Ballet's The Nutcracker,15.000000,1,LP1574,TRUE,Boston Ballet's The Nutcracker,0.000000,15.00,0
4988092173,8904206669,FALSE,40,Floral Bouquet Blue,13.000000,1,LP1004,TRUE,Floral Bouquet Blue,0.000000,,0
79079079962,152232296474,FALSE,40,Oak Tree,13.000000,1,LP1235,TRUE,Oak Tree,0.000000,13.00,0
4232123265,7551870721,FALSE,28,Dogwood Tree - Green,10.000000,1,FL-DOGWOOD-GR,TRUE,Dogwood Tree,0.000000,,0
5787885133,10376027853,FALSE,79,Cherry Blossom,13.000000,1,LP1533,TRUE,Cherry Blossom,0.000000,,0
4901791501,8772428045,FALSE,28,Lovers in a Dogwood Tree Gray,10.000000,1,LP1195,TRUE,Lovers in a Dogwood Tree Gray,0.000000,,0
171160731674,352857522202,FALSE,40,Christmas Ornament - Gold,13.000000,1,LP1007,TRUE,Christmas Ornament,3.000000,10.00,0
3151205121,5518220929,FALSE,57,Bird Nest - Yellow,10.000000,1,AN-NEST-YE,TRUE,Bird Nest,0.000000,,0
190079139866,394634592282,FALSE,91,Santa Biker,13.000000,1,LP1207,TRUE,Santa Biker,3.000000,10.00,0
3614136513,6396614145,FALSE,40,Santa Hammock - Red,13.000000,1,HO-SUNSANTA-RD,TRUE,Santa Hammock,0.000000,,0
5496068045,9846723917,FALSE,40,Daisy Patch,10.000000,1,LP1237,TRUE,Daisy Patch,0.000000,,0
4881305869,8734790733,FALSE,40,Mayflower Ship,13.000000,1,LP1242,TRUE,Mayflower Ship,0.000000,,0
202325753882,418548121626,FALSE,454,Christmas Favorites,69.000000,1,PA1680,TRUE,Christmas Favorites,0.000000,69.00,0
5677517197,10180933837,FALSE,28,Flower Garden - Purple,10.000000,1,LP1038,TRUE,Flower Garden,0.000000,,0
5730994701,10275042061,FALSE,40,Airplane,13.000000,1,LP1239,TRUE,Airplane,0.000000,,0
5534315597,9910582861,FALSE,408,Birthday 5 Pack,48.000000,1,PA1278,TRUE,Birthday 5 Pack,0.000000,,0
5707169229,10234254477,FALSE,40,The Beatles Abbey Road,15.000000,1,LP1554,TRUE,The Beatles Abbey Road,0.000000,,0
4229653121,7547717953,FALSE,28,Shopping Time - Blue,10.000000,1,LS-SHOPPING-BL,TRUE,Shopping Time,0.000000,,0
5341862669,9569166349,FALSE,45,Rose Bouquet,13.000000,3,LP1065,TRUE,Rose Bouquet,0.000000,,0
4929480909,8820153229,FALSE,54,Love Explosion,10.000000,1,LP1104,TRUE,Love Explosion,0.000000,,0
5265723789,9425441613,FALSE,40,Ducklings - Blue,10.000000,1,LP1035,TRUE,Ducklings,0.000000,,0
4554698765,8116133965,FALSE,40,Birthday Cake - Blue,10.000000,1,LP1014,TRUE,Birthday Cake,0.000000,,0
5540726413,9921219469,FALSE,40,Whale Mother - Blue,10.000000,1,LP1034,TRUE,Whale Mother,0.000000,,0
4670340941,8355553485,FALSE,91,Gingerbread House,13.000000,1,LP1206,TRUE,Gingerbread House,0.000000,,0
5051473549,9023136589,FALSE,34,Slot Machine,10.000000,1,LM-SLOTS-YE,TRUE,Slot Machine,0.000000,,0
5426973453,9723993357,FALSE,54,Beer,10.000000,1,LP1112,TRUE,Beer,0.000000,,0
5512765197,9874744269,FALSE,40,Dragon,13.000000,1,LP1240,TRUE,Dragon,0.000000,,0
5184508557,9271814029,FALSE,0,Send a surprise!,5.000000,1,,TRUE,Send a surprise!,0.000000,,0
5284891085,9461129485,FALSE,0,Send a surprise!,5.000000,1,,TRUE,Send a surprise!,0.000000,,0
3473791937,6123472257,FALSE,40,Floral Bouquet Purple,13.000000,1,FL-BOUQUET-PU,TRUE,Floral Bouquet Purple,0.000000,,0
5539957709,9919955405,FALSE,40,Daisy Patch,13.000000,1,LP1237,TRUE,Daisy Patch,0.000000,,0
2916581697,5104985473,FALSE,40,Money Tree,13.000000,1,FL-MONEYTRE-GR,TRUE,Money Tree,0.000000,,0
5175346637,9254990605,FALSE,79,Cherry Blossom Tree,13.000000,1,LP1165,TRUE,Cherry Blossom Tree,0.000000,,1
4419101569,7872274433,FALSE,45,Winter Cabin - Blue,10.000000,1,LP1011,TRUE,Winter Cabin,0.000000,,0
171811700762,354070855706,FALSE,54,Unicorn,13.000000,1,LP1140,TRUE,Unicorn,3.000000,10.00,0
3318790913,5830600129,FALSE,34,Camping Trip,13.000000,1,SI-CAMPING-GR,TRUE,Camping Trip,0.000000,,0
16893247514,31442108442,FALSE,82,Elephant Family,13.000000,1,LP1504,TRUE,Elephant Family,0.000000,,0
4881086157,8734377933,FALSE,54,Love Toaster,10.000000,1,LP1131,TRUE,Love Toaster,0.000000,,0
124108996634,238008041498,FALSE,91,Santa Train,13.000000,1,LP1202,TRUE,Santa Train,3.000000,10.00,0
2986845569,5228843521,FALSE,28,Dogwood Tree - Green,8.000000,2,FL-DOGWOOD-GR,TRUE,Dogwood Tree,0.000000,,0
5449004173,9763698445,FALSE,34,Buddha,13.000000,2,LP1520,TRUE,Buddha,0.000000,,0
4415760897,7866711041,FALSE,54,Unicorn,13.000000,1,LP1140,TRUE,Unicorn,0.000000,,0
22612344858,42391142426,FALSE,40,Daisy Patch,13.000000,2,LP1237,TRUE,Daisy Patch,0.000000,,0
4842042317,8663028813,FALSE,40,Horses Running - Green,13.000000,1,LP1021,TRUE,Horses Running,0.000000,,0
6011912589,10784552653,FALSE,54,Tulip Bouquet,13.000000,1,LP1534,TRUE,Tulip Bouquet,0.000000,,0
2875613633,5031478849,FALSE,54,Love Explosion - Default Title,10.000000,1,LV-LOVEBOOM-RD,TRUE,Love Explosion,0.000000,,1
146660982810,280939003930,FALSE,907,12 Days of Christmas,99.000000,1,PA1679,TRUE,12 Days of Christmas,0.000000,99.00,0
2944291329,5155136065,FALSE,54,Scaredy Cat,8.000000,1,AN-SCARECAT-BL,TRUE,Scaredy Cat,0.000000,,0
166222364698,342446768154,FALSE,28,Shopping Time - Blue,10.000000,1,LP1082,TRUE,Shopping Time,0.000000,10.00,0
5465584013,9793948365,FALSE,82,Elephant Family,13.000000,1,LP1504,TRUE,Elephant Family,0.000000,,0
5340955085,9567538829,FALSE,54,Magnolia Tree,13.000000,1,LP1100,TRUE,Magnolia Tree,0.000000,,0
4964333325,8866140301,FALSE,408,5 Days of Love Valentine's Day Card 5 Pack,43.000000,1,PA1129,TRUE,5 Days of Love Valentine's Day Card 5 Pack,0.000000,,0
5009790989,8942742733,FALSE,54,Love Bear,13.000000,1,LP1103,TRUE,Love Bear,0.000000,,0
2739648705,4773029441,FALSE,34,Graduation Hats - Blue,8.000000,1,SE-GRADHATS-BL,TRUE,Graduation Hats,0.000000,,0
5503843789,9859797453,FALSE,54,Love Bear,13.000000,1,LP1103,TRUE,Love Bear,0.000000,,0
4887360909,8745996429,FALSE,40,Dragon,13.000000,1,LP1240,TRUE,Dragon,0.000000,,0
5425082253,9720350349,FALSE,40,Daisy Patch,10.000000,1,LP1237,TRUE,Daisy Patch,0.000000,,0
2580215297,4438006849,FALSE,0,Beer,10.000000,1,SI-BEER-BN,TRUE,Beer,0.000000,,0
5403417165,9681555533,FALSE,40,Daisy Patch,10.000000,2,LP1237,TRUE,Daisy Patch,0.000000,,0
2957203777,5176892225,FALSE,54,Scaredy Cat,8.000000,1,AN-SCARECAT-BL,TRUE,Scaredy Cat,0.000000,,0
5403080845,9680918477,FALSE,28,Flower Garden - Purple,10.000000,1,LP1038,TRUE,Flower Garden,0.000000,,0
191085969434,396687212570,FALSE,454,Christmas Favorites,69.000000,1,PA1680,TRUE,Christmas Favorites,0.000000,69.00,0
3257448641,5719904193,FALSE,54,Beer,10.000000,1,SI-BEER-BN,TRUE,Beer,0.000000,,0
5450212877,9765813389,FALSE,34,Lovers in a Dogwood Tree Yellow - Yellow,10.000000,1,LP1224,TRUE,Lovers in a Dogwood Tree Yellow,0.000000,,0
169520824346,349519282202,FALSE,40,Christmas Ornament - Gold,13.000000,1,LP1007,TRUE,Christmas Ornament,3.000000,10.00,0
2699257537,4696919809,FALSE,57,Jungle Animals - Green,13.000000,1,AN-JUNGLE-GR,TRUE,Jungle Animals,0.000000,,0
181877669914,376671961114,FALSE,907,12 Days of Christmas,99.000000,1,PA1679,TRUE,12 Days of Christmas,0.000000,99.00,0
242540576794,500509835290,FALSE,34,Japanese Maple,13.000000,1,LP1592,TRUE,Japanese Maple,3.000000,10.00,0
5351437645,9586819213,FALSE,51,Willow Tree - Green,13.000000,1,LP1025,TRUE,Willow Tree,0.000000,,0
79911878682,153764593690,FALSE,91,Christmas Moose,13.000000,1,LP1204,TRUE,Christmas Moose,0.000000,13.00,0
4206311873,7504536513,FALSE,40,Stork Blue,10.000000,1,CG-STORK-BL,TRUE,Stork Blue,0.000000,,0
5156346509,9219783629,FALSE,28,Wedding Day - Purple,10.000000,1,LP1026,TRUE,Wedding Day,0.000000,,0
165830590490,341653291034,FALSE,91,Christmas Poinsettia,13.000000,1,LP1212,TRUE,Christmas Poinsettia,0.000000,13.00,0
4881305869,8734790861,FALSE,40,Fancy Lobster,13.000000,1,LP1163,TRUE,Fancy Lobster,0.000000,,0
26793410586,50792955930,FALSE,40,Christmas Tree Village,13.000000,3,LP1571,TRUE,Christmas Tree Village,0.000000,,0
5503146829,9858949453,FALSE,40,Daisy Patch,10.000000,1,LP1237,TRUE,Daisy Patch,0.000000,,0
5042060493,9005631053,FALSE,54,Lovebirds,13.000000,1,LP1516,TRUE,Lovebirds,0.000000,,0
5031502925,8985278349,FALSE,40,Floral Bouquet Blue,13.000000,1,LP1004,TRUE,Floral Bouquet Blue,0.000000,,0
201329246234,416598523930,FALSE,62,Nativity - Blue,13.000000,1,LP1507,TRUE,Nativity,3.000000,10.00,0
5361876429,9606058125,FALSE,0,Send a surprise!,5.000000,1,,TRUE,Send a surprise!,0.000000,,0
5960711437,10716133645,FALSE,28,Surfer - Blue / Guy,13.000000,1,LP1043,TRUE,Surfer,0.000000,,0
4985383373,8899132493,FALSE,40,Balloon Bouquet Blue,13.000000,1,LP1513,TRUE,Balloon Bouquet Blue,0.000000,,0
5370628301,9622063501,FALSE,28,Flower Garden - Purple,10.000000,1,LP1038,TRUE,Flower Garden,0.000000,,0
173134970906,355969957914,FALSE,40,Balloon Bouquet Pink,10.000000,1,LP1514,TRUE,Balloon Bouquet Pink,0.000000,10.00,0
5504954509,9861782093,FALSE,34,Ballerina,13.000000,1,LP1194,TRUE,Ballerina,0.000000,,0
57484345370,111019982874,FALSE,34,Tyrannosaurus Rex,13.000000,1,LP1174,TRUE,Tyrannosaurus Rex,0.000000,,0
212641251354,438322331674,FALSE,34,Skiing Yeti,13.000000,1,LP1690,TRUE,Skiing Yeti,3.000000,10.00,0
2773424705,4842899841,FALSE,54,Unicorn,13.000000,1,AN-UNICORN-PI,TRUE,Unicorn,0.000000,,0
5496959501,9848314893,FALSE,79,Cherry Blossom,13.000000,1,LP1533,TRUE,Cherry Blossom,0.000000,,0
4969110541,8872414605,FALSE,54,Love Bear,13.000000,1,LP1103,TRUE,Love Bear,0.000000,,0
5484346765,9826838221,FALSE,79,Cherry Blossom,13.000000,1,LP1533,TRUE,Cherry Blossom,0.000000,,0
47795208218,92190441498,FALSE,40,Dragon,13.000000,1,LP1240,TRUE,Dragon,0.000000,,0
5197380813,9296309197,FALSE,40,Birthday Cake - Blue,10.000000,1,LP1014,TRUE,Birthday Cake,0.000000,,0
3701919681,6567176065,FALSE,34,USA Bear,13.000000,1,SE-USABEAR-BL,TRUE,USA Bear,0.000000,,0
12410322970,22951821338,FALSE,91,Santa Train,13.000000,1,LP1202,TRUE,Santa Train,0.000000,,0
138640097306,266071932954,FALSE,34,Lawn Mower,13.000000,1,LP1562,TRUE,Lawn Mower,3.000000,10.00,0
4526689933,8059013069,FALSE,40,Christmas Tree Red - Red,13.000000,1,HO-XMASTREE-RD,TRUE,Christmas Tree Red,0.000000,,0
5434791245,9738081741,FALSE,34,Flower Bear,13.000000,1,LP1183,TRUE,Flower Bear,0.000000,,0
74474323994,143849521178,FALSE,45,Jack-o-lantern - Orange,10.000000,1,LP1070,TRUE,Jack-o-lantern,0.000000,10.00,0
2445091329,4185656065,FALSE,54,Love Explosion,10.000000,1,LV-LOVEBOOM-RD,TRUE,Love Explosion,0.000000,,0
5506024397,9863604429,FALSE,40,Dragon,13.000000,1,LP1240,TRUE,Dragon,0.000000,,0
206502002714,426462019610,FALSE,54,Love Bear,13.000000,1,LP1103,TRUE,Love Bear,3.000000,10.00,0
5124436877,9160324109,FALSE,0,Send a surprise!,5.000000,1,,TRUE,Send a surprise!,0.000000,,0
128692518938,247081697306,FALSE,34,Lovers in a Dogwood Tree Yellow - Yellow,10.000000,1,LP1224,TRUE,Lovers in a Dogwood Tree Yellow,0.000000,10.00,0
4929117261,8819676621,FALSE,34,Couple in Love - Blue,10.000000,1,LP1006,TRUE,Couple in Love,0.000000,,0
5452212877,9769367885,FALSE,40,Ducklings - Blue,10.000000,1,LP1035,TRUE,Ducklings,0.000000,,0
5553544909,9944266381,FALSE,79,Cherry Blossom,13.000000,1,LP1533,TRUE,Cherry Blossom,0.000000,,1
2791474241,4884899073,FALSE,45,Pirate Ship - Black,13.000000,1,SI-PIRATE-BK,TRUE,Pirate Ship,0.000000,,0
109464846362,209577771034,FALSE,23,Lovers in a Dogwood Tree Brown,10.000000,1,LP1225,TRUE,Lovers in a Dogwood Tree Brown,0.000000,10.00,0
137939746842,264715141146,FALSE,40,Sport Bike,13.000000,1,LP1565,TRUE,Sport Bike,3.000000,10.00,0
2777495425,4854403777,FALSE,45,Blue Birthday Bear,13.000000,1,BD-BDBEAR-BL,TRUE,Blue Birthday Bear,0.000000,,0
5376636045,9632560525,FALSE,0,Send a surprise!,5.000000,1,,TRUE,Send a surprise!,0.000000,,0
236811124762,488695169050,FALSE,40,Saguaro Cactus,13.000000,1,LP1157,TRUE,Saguaro Cactus,3.000000,10.00,0
5534773517,9911318605,FALSE,408,Mother's Day Surprise 5 Pack,49.000000,1,PA1556,TRUE,Mother's Day Surprise 5 Pack,0.000000,,0
5713521421,10245198221,FALSE,34,Canoe,13.000000,1,LP1521,TRUE,Canoe,0.000000,,0
2793079297,4887564737,FALSE,40,Floral Bouquet Blue,13.000000,1,FL-BOUQUET-BL,TRUE,Floral Bouquet Blue,0.000000,,0
5530603085,9904520205,FALSE,0,Send a surprise!,5.000000,1,,TRUE,Send a surprise!,0.000000,,0
115300663322,220647194650,FALSE,34,Japanese Maple,13.000000,1,LP1592,TRUE,Japanese Maple,0.000000,13.00,0
3004944897,5260581441,FALSE,40,Floral Bouquet Blue,13.000000,1,FL-BOUQUET-BL,TRUE,Floral Bouquet Blue,0.000000,,0
5361139341,9604661389,FALSE,54,Tulip Bouquet,13.000000,1,LP1534,TRUE,Tulip Bouquet,0.000000,,0
230571802650,475864203290,FALSE,40,Fancy Lobster,13.000000,1,LP1163,TRUE,Fancy Lobster,3.000000,10.00,0
3816889089,6789721409,FALSE,40,Birthday Cake - Blue,10.000000,1,BD-CAKE-BL,TRUE,Birthday Cake,0.000000,,0
5767809037,10340074253,FALSE,34,Robot Dad,13.000000,1,LP1178,TRUE,Robot Dad,0.000000,,1
2787796225,4877532865,FALSE,726,Rose Bouquet,13.000000,1,FL-ROSEBQ-RD,TRUE,Rose Bouquet,0.000000,,0
5543691789,9926276173,FALSE,54,Baby Chicks,10.000000,1,LP1143,TRUE,Baby Chicks,0.000000,,0
5789979597,10380167757,FALSE,79,Cherry Blossom,13.000000,1,LP1533,TRUE,Cherry Blossom,0.000000,,0
2863152129,5010002689,FALSE,0,Send a surprise!,5.000000,1,,TRUE,Send a surprise!,0.000000,,0
4239818177,7565108865,FALSE,40,Birthday Cake - Blue,10.000000,1,BD-CAKE-BL,TRUE,Birthday Cake,0.000000,,0
5381917517,9642149581,FALSE,34,Acoustic Guitar,13.000000,1,LP1167,TRUE,Acoustic Guitar,0.000000,,0
169520824346,349519347738,FALSE,40,Christmas Tree Village,13.000000,1,LP1571,TRUE,Christmas Tree Village,3.000000,10.00,0
3923044673,6996249793,FALSE,54,Shark,13.000000,1,AN-SHARK-BL,TRUE,Shark,0.000000,,0
90457833498,174812594202,FALSE,34,Japanese Maple,13.000000,1,LP1592,TRUE,Japanese Maple,0.000000,13.00,0
2919109441,5109431617,FALSE,45,Springtime Picnic,15.000000,1,SI-PICNIC-GR,TRUE,Springtime Picnic,0.000000,,0
5553421773,9944053261,FALSE,0,Send a surprise!,5.000000,1,,TRUE,Send a surprise!,0.000000,,0
189932601370,394338009114,FALSE,34,Japanese Maple,13.000000,2,LP1592,TRUE,Japanese Maple,0.000000,26.00,0
4984734157,8897881613,FALSE,54,Love Bear,13.000000,1,LP1103,TRUE,Love Bear,0.000000,,0
158811815962,311544643610,FALSE,91,Christmas Candle,13.000000,1,LP1210,TRUE,Christmas Candle,3.000000,10.00,0
3283168833,5767739265,FALSE,45,Robert's Sports Car,13.000000,1,SI-ROBSCAR-GY,TRUE,Robert's Sports Car,0.000000,,1
5265469453,9424973197,FALSE,40,Dragon,13.000000,1,LP1240,TRUE,Dragon,0.000000,,0
3018347777,5284778369,FALSE,54,Lovebirds,13.000000,1,LV-LOVEBIRD-PI,TRUE,Lovebirds,0.000000,,0
5953001485,10701251661,FALSE,0,Send a surprise!,5.000000,1,,TRUE,Send a surprise!,0.000000,,0
196766924826,407713677338,FALSE,40,Christmas Tree Village,13.000000,1,LP1571,TRUE,Christmas Tree Village,0.000000,13.00,0
3862998721,6875387073,FALSE,40,Hammock & Palm Guy,13.000000,1,LS-HAMMCK-BLM,TRUE,Hammock & Palm Guy,0.000000,,0
